fighter_a,fighter_b,a_kd,b_kd,a_sig_str_landed,a_sig_str_att,b_sig_str_landed,b_sig_str_att,a_total_str_landed,a_total_str_att,b_total_str_landed,b_total_str_att,a_td_landed,a_td_att,b_td_landed,b_td_att,a_sub_att,b_sub_att,a_rev,b_rev,a_ctrl_sec,b_ctrl_sec,a_head_landed,a_head_att,b_head_landed,b_head_att,a_body_landed,a_body_att,b_body_landed,b_body_att,a_leg_landed,a_leg_att,b_leg_landed,b_leg_att,a_dist_landed,a_dist_att,b_dist_landed,b_dist_att,a_clinch_landed,a_clinch_att,b_clinch_landed,b_clinch_att,a_ground_landed,a_ground_att,b_ground_landed,b_ground_att,fight_url
Raphael Assuncao,Victor Henry,0,0,23,32,22,48,23,32,25,52,0,2,0,0,0,0,0,0,30,0,13,21,10,32,4,4,11,14,6,7,1,2,17,26,20,46,6,6,2,2,0,0,0,0,http://www.ufcstats.com/fight-details/96d4fe315722d1c1
Misha Cirkunov,Alonzo Menifield,0,1,5,8,8,17,6,9,8,17,0,4,0,0,0,0,0,0,0,3,2,5,6,15,2,2,2,2,1,1,0,0,3,6,4,12,2,2,1,2,0,0,3,3,http://www.ufcstats.com/fight-details/59695aae245cca73
Mana Martinez,Brandon Davis,0,0,31,55,24,57,31,55,24,57,0,0,0,1,0,0,0,0,3,4,12,31,14,44,12,15,5,8,7,9,5,5,31,55,23,56,0,0,1,1,0,0,0,0,http://www.ufcstats.com/fight-details/8252a314c778b8e6
Nick Maximov,Jacob Malkoun,0,0,19,61,36,75,19,61,38,77,0,0,5,7,0,0,0,0,4,70,17,59,35,74,2,2,1,1,0,0,0,0,19,60,34,72,0,0,0,1,0,1,2,2,http://www.ufcstats.com/fight-details/860050f211b44d10
Joanderson Brito,Lucas Alexander,0,0,4,8,1,2,7,11,1,2,2,2,0,0,1,0,0,0,85,0,2,5,0,1,0,0,0,0,2,3,1,1,0,4,1,2,4,4,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/b4bbc1b7efa770f5
Piera Rodriguez,Sam Hughes,0,0,19,53,21,56,20,54,22,57,1,3,0,0,0,0,0,0,17,1,7,35,18,50,9,13,2,4,3,5,1,2,14,47,18,52,4,5,3,3,1,1,0,1,http://www.ufcstats.com/fight-details/60bd4d2878c85f70
Tatsuro Taira,CJ Vergara,0,0,13,22,8,13,21,31,8,13,2,4,0,0,0,0,0,1,210,31,10,19,4,8,3,3,4,5,0,0,0,0,7,13,4,9,2,3,0,0,4,6,4,4,http://www.ufcstats.com/fight-details/fac560495e61d34c
Mike Jackson,Pete Rodriguez,0,1,10,15,22,33,11,16,26,39,0,1,0,0,0,0,0,0,0,15,8,13,12,23,2,2,8,8,0,0,2,2,9,14,13,21,1,1,6,8,0,0,3,4,http://www.ufcstats.com/fight-details/84b04e8d6b251c54
Mackenzie Dern,Yan Xiaonan,0,0,16,42,28,52,19,45,38,62,0,4,0,0,0,0,1,0,61,16,13,39,12,34,1,1,2,3,2,2,14,15,14,39,25,49,1,2,2,2,1,1,1,1,http://www.ufcstats.com/fight-details/d33814971932422a
Randy Brown,Francisco Trinaldo,1,0,23,49,9,15,27,53,13,19,0,0,1,3,1,0,1,0,38,64,8,28,1,6,2,5,3,4,13,16,5,5,21,46,9,15,0,1,0,0,2,2,0,0,http://www.ufcstats.com/fight-details/7d0d2cecab358ba1
Raoni Barcelos,Trevin Jones,0,0,14,23,4,18,33,43,5,19,1,3,0,0,0,0,0,0,130,0,8,16,1,12,6,7,0,3,0,0,3,3,7,15,4,17,1,2,0,1,6,6,0,0,http://www.ufcstats.com/fight-details/a73e33dfce8fcfd8
Sodiq Yusuff,Don Shainis,0,0,9,9,3,3,9,9,9,9,0,0,0,1,1,0,0,0,2,11,1,1,0,0,8,8,3,3,0,0,0,0,2,2,1,1,7,7,2,2,0,0,0,0,http://www.ufcstats.com/fight-details/1aedd959f1523a27
Mike Davis,Viacheslav Borshchev,0,0,37,61,21,34,59,87,22,35,4,6,0,0,0,0,0,1,172,14,34,57,8,20,1,2,2,3,2,2,11,11,9,20,20,32,1,1,0,0,27,40,1,2,http://www.ufcstats.com/fight-details/330506571d2778b1
John Castaneda,Daniel Santos,1,0,40,69,19,46,50,80,19,46,2,2,1,2,0,0,0,0,100,15,34,61,15,39,3,5,2,5,3,3,2,2,27,53,12,38,5,7,6,7,8,9,1,1,http://www.ufcstats.com/fight-details/63f6af6d5f7b82ad
Ilir Latifi,Aleksei Oleinik,0,0,11,14,4,12,45,51,24,34,1,1,0,0,0,0,0,0,256,0,8,10,1,8,3,4,0,1,0,0,3,3,2,5,4,12,0,0,0,0,9,9,0,0,http://www.ufcstats.com/fight-details/de93fda66d203c26
Joaquim Silva,Jesse Ronson,0,0,20,41,25,53,22,43,25,53,0,0,0,1,0,0,0,0,3,0,13,31,12,32,3,6,9,14,4,4,4,7,20,41,25,53,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/ecc56a86a1eead9d
Krzysztof Jotko,Brendan Allen,0,0,3,6,3,6,21,26,12,16,0,0,1,1,0,1,0,1,93,144,3,5,1,4,0,1,1,1,0,0,1,1,0,3,2,4,0,0,0,0,3,3,1,2,http://www.ufcstats.com/fight-details/8c9ff13791378784
Julija Stoliarenko,Chelsea Chandler,0,0,12,27,38,70,20,36,47,81,1,3,0,0,0,0,0,0,19,125,5,18,34,64,3,4,4,6,4,5,0,0,12,27,17,43,0,0,0,0,0,0,21,27,http://www.ufcstats.com/fight-details/ad59e2de1ab5c8d2
Guido Cannetti,Randy Costa,0,0,8,13,2,7,8,13,2,7,1,1,0,0,1,0,0,0,9,0,1,5,0,3,3,3,2,4,4,5,0,0,8,13,2,7,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/6c79db79da9ae874
Cory Sandhagen,Song Yadong,0,0,19,52,14,28,30,63,23,37,0,3,1,1,0,0,0,0,46,55,10,43,9,23,7,7,3,3,2,2,2,2,18,50,11,24,1,2,3,4,0,0,0,0,http://www.ufcstats.com/fight-details/df370b97ea49e6b4
Chidi Njokuani,Gregory Rodrigues,0,1,36,53,32,50,39,56,44,62,0,0,0,2,0,0,0,0,94,39,10,19,23,40,23,31,8,8,3,3,1,2,14,26,16,31,22,27,15,18,0,0,1,1,http://www.ufcstats.com/fight-details/bd06f1c2d7e6c4a0
Andre Fili,Bill Algeo,0,0,19,56,30,61,19,56,31,63,0,1,0,1,0,0,0,0,18,0,16,51,9,37,2,4,9,10,1,1,12,14,19,55,30,61,0,1,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/adb78db5ba8ccc0f
Joe Pyfer,Alen Amedovski,1,0,14,45,11,30,14,45,11,30,0,0,0,0,0,0,0,0,3,0,12,42,4,19,1,2,2,4,1,1,5,7,13,44,11,30,0,0,0,0,1,1,0,0,http://www.ufcstats.com/fight-details/160c17b8fcb0e2a1
Tanner Boser,Rodrigo Nascimento,0,0,15,23,9,21,31,41,37,50,0,0,1,2,0,0,1,0,58,163,10,17,6,18,2,2,3,3,3,4,0,0,12,20,6,18,1,1,3,3,2,2,0,0,http://www.ufcstats.com/fight-details/3cbd3565dd631cc4
Anthony Hernandez,Marc-Andre Barriault,0,0,19,34,13,29,25,42,19,35,3,8,0,0,0,0,0,0,184,25,15,30,8,24,4,4,5,5,0,0,0,0,11,23,8,24,5,8,5,5,3,3,0,0,http://www.ufcstats.com/fight-details/ce5ebaf8caf8c4a7
Damon Jackson,Pat Sabatini,0,0,11,20,1,3,16,27,1,3,1,1,0,1,0,0,0,0,32,0,11,20,1,3,0,0,0,0,0,0,0,0,3,4,1,3,1,1,0,0,7,15,0,0,http://www.ufcstats.com/fight-details/f521ecde1e96a1bd
Trevin Giles,Louis Cosce,0,0,13,21,2,18,13,21,2,18,0,0,0,0,0,0,0,0,0,0,4,12,0,14,1,1,1,2,8,8,1,2,13,21,2,18,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/46b9acec12a35d37
Denise Gomes,Loma Lookboonmee,0,0,5,9,22,30,10,14,22,30,0,3,0,0,1,0,1,0,92,127,1,4,17,24,0,0,2,3,4,5,3,3,5,9,7,13,0,0,0,0,0,0,15,17,http://www.ufcstats.com/fight-details/ec0740be19b2ef90
Trey Ogden,Daniel Zellhuber,0,0,20,47,12,36,20,47,12,36,0,1,0,0,0,0,0,0,0,0,1,24,1,22,1,3,6,8,18,20,5,6,20,47,12,36,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/35d06627d91b840d
Mariya Agapova,Gillian Robertson,0,0,37,47,2,9,82,96,2,9,0,0,2,6,1,0,0,0,29,193,36,44,0,5,1,3,1,1,0,0,1,3,7,16,2,9,5,6,0,0,25,25,0,0,http://www.ufcstats.com/fight-details/d9f5d05b07bae09e
Tony Gravely,Javid Basharat,0,0,15,42,17,36,15,42,24,43,2,4,1,1,0,0,0,0,72,20,7,30,7,24,2,4,7,9,6,8,3,3,14,39,14,31,1,3,3,5,0,0,0,0,http://www.ufcstats.com/fight-details/be73f75b52b06f14
Nikolas Motta,Cameron VanCamp,1,0,24,45,15,40,24,45,15,40,0,0,0,0,0,0,0,0,5,0,22,41,7,26,1,3,4,10,1,1,4,4,15,35,15,40,0,0,0,0,9,10,0,0,http://www.ufcstats.com/fight-details/8a044e5400b4318f
Nate Diaz,Tony Ferguson,0,0,22,51,19,45,22,51,19,45,0,0,0,1,0,0,0,0,0,0,12,36,5,28,6,11,7,8,4,4,7,9,22,51,19,45,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/7e8fd03e070d0c25
Khamzat Chimaev,Kevin Holland,0,0,0,1,0,0,1,2,0,0,2,5,0,0,2,0,0,0,116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,http://www.ufcstats.com/fight-details/0111e6a64b5184c6
Li Jingliang,Daniel Rodriguez,0,0,27,54,20,40,27,54,20,40,0,0,0,0,0,0,0,0,0,0,7,29,10,27,8,11,6,7,12,14,4,6,27,54,20,40,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/d3e23d7d207d3ccf
Irene Aldana,Macy Chiasson,0,0,25,47,13,33,29,51,13,33,0,0,0,3,2,0,0,0,55,17,14,35,4,24,4,4,6,6,7,8,3,3,13,33,13,33,3,3,0,0,9,11,0,0,http://www.ufcstats.com/fight-details/989b8d362742f40b
Johnny Walker,Ion Cutelaba,0,0,3,3,3,5,17,21,17,23,1,1,1,1,3,0,1,0,130,122,3,3,2,4,0,0,0,0,0,0,1,1,1,1,2,2,1,1,0,1,1,1,1,2,http://www.ufcstats.com/fight-details/d869eaea38426f06
Hakeem Dawodu,Julian Erosa,0,0,31,57,48,87,36,62,60,99,0,0,0,2,0,0,0,0,4,41,14,36,32,67,10,12,15,16,7,9,1,4,23,48,34,72,8,9,14,15,0,0,0,0,http://www.ufcstats.com/fight-details/0e6d624086f7952e
Jailton Almeida,Anton Turkalj,0,0,17,24,1,1,23,31,19,22,3,3,0,0,2,0,0,0,254,0,17,22,0,0,0,1,0,0,0,1,1,1,0,3,1,1,0,0,0,0,17,21,0,0,http://www.ufcstats.com/fight-details/301f230c90c4bd7d
Denis Tiuliulin,Jamie Pickett,0,0,22,76,35,60,28,82,37,62,0,1,0,3,0,0,0,0,0,32,16,64,23,46,5,11,10,12,1,1,2,2,22,76,33,57,0,0,2,3,0,0,0,0,http://www.ufcstats.com/fight-details/77acb96700e89c92
Jake Collier,Chris Barnett,1,0,42,81,16,37,48,90,18,39,1,1,0,0,1,0,0,0,86,4,32,70,11,29,9,10,0,3,1,1,5,5,22,57,16,36,10,12,0,1,10,12,0,0,http://www.ufcstats.com/fight-details/bf334cb4e63f3430
Norma Dumont,Danyelle Wolf,0,0,17,46,9,48,17,46,9,48,0,0,0,0,0,0,0,0,0,0,8,30,5,42,3,3,3,5,6,13,1,1,17,46,9,48,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/db3e26d02d790c97
Chad Anheliger,Alatengheili,0,0,12,43,16,44,13,44,16,44,0,0,0,0,0,0,0,0,0,0,11,35,9,33,1,4,2,2,0,4,5,9,12,43,16,44,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/6010f681e54ba2cd
Melissa Martinez,Elise Reed,0,1,16,28,9,23,21,33,25,41,0,1,0,0,0,0,0,0,66,32,5,14,2,16,6,9,5,5,5,5,2,2,15,27,7,21,1,1,1,1,0,0,1,1,http://www.ufcstats.com/fight-details/a5cf273faa3982b7
Darian Weeks,Yohan Lainesse,0,0,13,37,13,28,13,37,13,28,0,1,0,1,0,0,0,0,19,0,1,20,5,19,3,5,3,4,9,12,5,5,12,35,13,28,1,2,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/86d57e8ef2191316
Ciryl Gane,Tai Tuivasa,0,0,16,31,6,26,16,31,6,26,0,0,0,0,0,0,0,0,0,0,5,16,2,13,3,5,1,2,8,10,3,11,16,31,6,26,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/810c9da07970c4a6
Robert Whittaker,Marvin Vettori,0,0,22,56,14,41,22,56,16,43,0,0,0,0,0,0,0,0,0,9,15,48,6,33,1,2,5,5,6,6,3,3,22,56,14,41,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/b8ca1acdf3dc2f58
Nassourdine Imavov,Joaquin Buckley,0,0,15,35,10,48,21,42,13,51,0,1,0,2,0,0,0,0,43,22,11,29,3,35,4,5,1,4,0,1,6,9,6,21,10,47,4,5,0,1,5,9,0,0,http://www.ufcstats.com/fight-details/20f316f96c9e4458
Alessio Di Chirico,Roman Kopylov,0,0,13,51,20,32,13,52,21,33,0,2,0,0,0,0,0,0,15,0,6,40,10,22,3,6,3,3,4,5,7,7,12,50,16,28,1,1,4,4,0,0,0,0,http://www.ufcstats.com/fight-details/1a191251620a84ca
William Gomis,Jarno Errens,0,0,10,24,7,17,17,36,9,19,1,1,0,1,0,0,0,0,139,0,4,14,2,7,3,7,4,7,3,3,1,3,7,21,4,14,2,2,3,3,1,1,0,0,http://www.ufcstats.com/fight-details/398db40015b3c81c
Charles Jourdain,Nathaniel Wood,0,0,23,55,26,51,30,62,36,61,0,0,1,1,0,0,0,0,0,110,17,47,16,39,5,7,3,4,1,1,7,8,16,48,23,47,7,7,3,4,0,0,0,0,http://www.ufcstats.com/fight-details/acc9a109b00a99e1
Abus Magomedov,Dustin Stoltzfus,1,0,7,7,0,2,7,7,0,2,0,0,0,0,0,0,0,0,2,0,6,6,0,1,1,1,0,1,0,0,0,0,3,3,0,2,2,2,0,0,2,2,0,0,http://www.ufcstats.com/fight-details/cf9035f2fc2e232f
John Makdessi,Nasrat Haqparast,0,0,22,48,12,43,22,48,12,43,0,0,0,0,0,0,0,0,0,0,3,21,4,35,5,13,6,6,14,14,2,2,22,48,12,43,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/7bced112f3229b1b
Fares Ziam,Michal Figlak,0,0,24,39,15,46,32,47,25,56,1,2,0,2,0,0,0,0,85,41,11,25,5,35,7,8,6,7,6,6,4,4,21,34,15,46,2,2,0,0,1,3,0,0,http://www.ufcstats.com/fight-details/fd47032108b85cf0
Benoit Saint Denis,Gabriel Miranda,2,0,35,56,18,34,74,99,31,50,1,1,1,3,0,0,0,0,194,20,29,49,11,27,5,6,7,7,1,1,0,0,20,35,15,31,2,2,3,3,13,19,0,0,http://www.ufcstats.com/fight-details/3e2f00991f511607
Khalid Taha,Cristian Quinonez,0,0,6,27,19,47,6,27,19,47,0,0,0,0,0,0,0,0,0,2,5,25,17,42,1,1,0,3,0,1,2,2,6,27,15,42,0,0,0,0,0,0,4,5,http://www.ufcstats.com/fight-details/ca7fd237c16cec84
Stephanie Egger,Ailin Perez,0,0,8,11,7,16,23,32,13,23,1,4,1,3,0,0,1,0,221,31,6,9,4,11,1,1,3,4,1,1,0,1,1,3,3,11,1,1,3,3,6,7,1,2,http://www.ufcstats.com/fight-details/ce62a50e97d497f9
Kamaru Usman,Leon Edwards,0,0,6,7,13,13,36,39,17,17,1,4,1,2,0,1,0,0,81,121,5,6,6,6,0,0,4,4,1,1,3,3,2,3,5,5,0,0,2,2,4,4,6,6,http://www.ufcstats.com/fight-details/f70c817388602681
Paulo Costa,Luke Rockhold,0,0,27,34,19,23,56,64,19,23,1,1,0,2,0,0,0,0,168,3,13,19,6,8,13,14,11,13,1,1,2,2,11,15,17,21,2,3,2,2,14,16,0,0,http://www.ufcstats.com/fight-details/2de6652160cc7b9f
Jose Aldo,Merab Dvalishvili,0,0,15,25,16,49,21,31,21,54,0,0,0,3,0,0,0,0,0,34,1,8,2,31,11,13,3,4,3,4,11,14,15,25,15,47,0,0,1,2,0,0,0,0,http://www.ufcstats.com/fight-details/2ac3ce1f62b3c4b9
Wu Yanan,Lucie Pudilova,0,0,13,18,9,22,17,22,16,30,0,0,1,2,0,0,0,0,4,199,4,7,6,16,2,2,3,4,7,9,0,2,9,14,2,15,4,4,3,3,0,0,4,4,http://www.ufcstats.com/fight-details/2cd9e3796be57a79
Tyson Pedro,Harry Hunsucker,1,0,6,11,2,4,6,11,2,4,0,0,0,0,0,0,0,0,4,0,5,10,0,2,1,1,0,0,0,0,2,2,4,7,2,4,0,0,0,0,2,4,0,0,http://www.ufcstats.com/fight-details/5abcf9f282983acc
Marcin Tybura,Alexandr Romanov,0,0,0,3,14,18,1,4,64,81,0,0,2,3,0,0,0,0,0,267,0,3,8,10,0,0,0,1,0,0,6,7,0,2,0,1,0,1,6,8,0,0,8,9,http://www.ufcstats.com/fight-details/e0b98f3cf4a7cc3b
Leonardo Santos,Jared Gordon,0,0,10,22,37,60,10,22,53,76,0,0,0,0,0,0,0,0,0,49,3,11,20,41,5,8,15,17,2,3,2,2,8,20,28,51,2,2,9,9,0,0,0,0,http://www.ufcstats.com/fight-details/0cf7a4593fd44e59
Sean Woodson,Luis Saldana,0,2,34,55,44,80,34,55,44,80,0,0,0,1,0,0,0,0,10,4,23,41,22,49,9,11,6,11,2,3,16,20,33,54,39,72,1,1,2,3,0,0,3,5,http://www.ufcstats.com/fight-details/2ac9b3ccb43422d8
AJ Fletcher,Ange Loosa,0,0,21,61,39,95,21,61,45,103,0,2,1,2,0,0,0,0,0,17,15,51,15,68,5,8,14,16,1,2,10,11,21,59,32,82,0,2,7,13,0,0,0,0,http://www.ufcstats.com/fight-details/4dac5258f22be059
Amir Albazi,Francisco Figueiredo,0,0,12,18,11,15,23,29,14,18,2,4,0,0,1,0,0,0,156,0,10,16,2,3,1,1,4,5,1,1,5,7,3,8,11,15,0,0,0,0,9,10,0,0,http://www.ufcstats.com/fight-details/6b9f82291930bfec
Aoriqileng,Jay Perrin,0,0,18,31,20,49,24,37,25,54,0,2,1,2,0,0,0,0,1,64,15,26,10,35,2,3,8,10,1,2,2,4,16,29,17,44,2,2,1,2,0,0,2,3,http://www.ufcstats.com/fight-details/d497d74a0df9e35e
Daniel Lacerda,Victor Altamirano,1,1,22,45,58,83,27,51,94,123,0,0,0,0,0,0,0,0,3,115,14,36,48,71,3,4,9,10,5,5,1,2,16,33,15,28,2,6,2,2,4,6,41,53,http://www.ufcstats.com/fight-details/06d6cde7479711ee
Marlon Vera,Dominick Cruz,1,0,9,33,21,61,11,37,29,71,0,0,2,2,0,0,0,0,3,49,4,25,12,49,2,4,1,4,3,4,8,8,9,30,19,59,0,1,0,0,0,2,2,2,http://www.ufcstats.com/fight-details/11cc331fa40ede63
Nate Landwehr,David Onama,0,1,21,52,46,91,29,62,53,101,0,0,1,2,0,0,1,0,31,43,13,38,39,80,4,6,6,10,4,8,1,1,14,43,29,64,4,6,1,3,3,3,16,24,http://www.ufcstats.com/fight-details/efd7efba85092c6f
Yazmin Jauregui,Iasmin Lucindo,0,0,31,77,25,60,31,77,25,60,0,0,0,0,0,0,0,0,2,14,16,55,15,49,2,4,7,8,13,18,3,3,29,72,23,58,2,5,2,2,0,0,0,0,http://www.ufcstats.com/fight-details/833d67f423315d18
Devin Clark,Azamat Murzakanov,0,0,6,23,7,15,17,35,12,23,0,0,0,1,0,0,0,0,0,52,2,11,4,12,0,2,3,3,4,10,0,0,6,23,7,15,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/d19e010f071a4b45
Priscila Cachoeira,Ariane da Silva,1,0,20,35,4,15,20,35,4,15,0,0,0,0,0,0,0,0,11,0,15,27,3,12,4,5,0,2,1,3,1,1,6,17,4,15,0,0,0,0,14,18,0,0,http://www.ufcstats.com/fight-details/abd50fad1e7b030b
Bruno Silva,Gerald Meerschaert,0,0,10,26,12,38,19,38,20,52,0,0,1,1,0,0,0,0,0,115,5,17,8,33,3,6,2,2,2,3,2,3,9,25,6,25,1,1,0,0,0,0,6,13,http://www.ufcstats.com/fight-details/38b6ef176439c39b
Angela Hill,Loopy Godinez,0,0,17,67,28,69,17,70,33,74,0,2,0,1,0,0,0,0,13,4,11,54,23,63,5,12,5,6,1,1,0,0,15,61,25,63,2,6,3,6,0,0,0,0,http://www.ufcstats.com/fight-details/5f31f3e32669f5b9
Martin Buday,Lukasz Brzeski,0,0,25,63,41,104,25,63,47,111,0,0,0,0,0,0,0,0,6,0,20,56,19,74,0,2,16,21,5,5,6,9,24,62,39,99,1,1,2,5,0,0,0,0,http://www.ufcstats.com/fight-details/b96c8fef6c9f92db
Cynthia Calvillo,Nina Nunes,0,0,10,40,10,37,10,40,10,37,1,2,0,0,0,0,0,0,2,0,4,26,1,21,1,4,1,4,5,10,8,12,10,40,10,37,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/8986373b4a6e90b6
Gabriel Benitez,Charlie Ontiveros,0,0,37,60,22,47,47,74,28,55,1,2,0,0,0,0,0,0,84,0,26,46,17,40,6,8,4,6,5,6,1,1,14,26,21,45,2,4,1,2,21,30,0,0,http://www.ufcstats.com/fight-details/f858f91453555291
Ode Osbourne,Tyson Nam,0,1,15,41,13,25,15,41,13,25,0,0,0,0,0,0,0,0,0,3,7,32,7,15,7,8,3,6,1,1,3,4,15,41,12,23,0,0,0,0,0,0,1,2,http://www.ufcstats.com/fight-details/0823f97be9c3a62e
Jason Witt,Josh Quinlan,0,1,1,12,3,12,2,13,3,12,1,2,0,0,0,0,0,0,27,1,0,11,2,8,1,1,0,0,0,0,1,4,1,12,3,12,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/7f9a331bc3100afd
Youssef Zalal,Da'Mon Blackshear,0,0,1,8,6,13,9,17,12,24,1,1,0,0,0,0,0,1,142,43,0,6,0,4,0,0,0,0,1,2,6,9,1,8,6,13,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/e05a18b6ce22fa1f
Thiago Santos,Jamahal Hill,0,0,10,18,9,30,11,19,18,39,0,4,0,0,0,0,0,0,83,0,1,8,5,26,3,4,4,4,6,6,0,0,9,17,5,26,1,1,4,4,0,0,0,0,http://www.ufcstats.com/fight-details/a8bc6e005077bb0b
Vicente Luque,Geoff Neal,0,1,30,80,52,93,30,80,53,94,0,0,0,0,0,0,0,0,0,7,20,67,48,89,8,10,3,3,2,3,1,1,29,79,49,87,1,1,2,3,0,0,1,3,http://www.ufcstats.com/fight-details/a6b328733d610e2b
Mohammed Usman,Zac Pauga,0,0,9,35,31,46,10,36,32,47,0,1,0,0,0,0,0,0,0,0,8,34,14,26,1,1,8,9,0,0,9,11,8,32,30,45,1,2,1,1,0,1,0,0,http://www.ufcstats.com/fight-details/36f38c2534ef646b
Brogan Walker,Juliana Miller,0,0,3,4,8,13,17,21,28,38,0,0,1,1,0,0,0,0,7,269,2,3,8,13,0,0,0,0,1,1,0,0,3,4,3,5,0,0,0,0,0,0,5,8,http://www.ufcstats.com/fight-details/2b11aa4b90b1dd41
Augusto Sakai,Serghei Spivac,0,0,7,11,10,13,12,16,36,43,0,0,4,5,0,1,0,0,0,249,1,5,10,13,5,5,0,0,1,1,0,0,1,5,3,6,6,6,0,0,0,0,7,7,http://www.ufcstats.com/fight-details/044d210d7b1eb519
Terrance McKinney,Erick Gonzalez,0,0,18,37,9,16,23,42,10,18,1,1,0,1,1,0,0,0,52,0,15,34,6,11,3,3,1,2,0,0,2,3,14,32,9,16,3,3,0,0,1,2,0,0,http://www.ufcstats.com/fight-details/b530bb13aac1e48b
Sam Alvey,Michal Oleksiejczuk,0,2,3,11,22,37,3,11,40,57,0,1,0,0,0,0,0,0,0,57,1,9,18,33,2,2,4,4,0,0,0,0,3,11,10,19,0,0,0,1,0,0,12,17,http://www.ufcstats.com/fight-details/eda397c27787afa4
Bryan Battle,Takashi Sato,1,0,7,10,2,8,7,10,2,8,0,0,0,0,0,0,0,0,2,0,4,6,0,5,2,3,2,2,1,1,0,1,6,8,2,8,0,0,0,0,1,2,0,0,http://www.ufcstats.com/fight-details/4adef20ce69217be
Cory McKenna,Miranda Granger,0,0,11,18,8,25,41,49,9,26,2,2,0,0,1,0,0,0,230,5,9,15,2,19,1,2,1,1,1,1,5,5,10,17,7,24,0,0,1,1,1,1,0,0,http://www.ufcstats.com/fight-details/b5274277ef6707c9
Mayra Bueno Silva,Stephanie Egger,0,0,4,4,8,13,4,4,12,17,0,0,1,1,1,0,0,0,0,44,1,1,6,11,0,0,0,0,3,3,2,2,4,4,2,7,0,0,0,0,0,0,6,6,http://www.ufcstats.com/fight-details/a274ed04c36d40d4
Julianna Pena,Amanda Nunes,0,0,21,51,25,47,21,51,25,47,0,0,0,1,0,0,0,0,0,0,20,49,17,37,1,2,3,3,0,0,5,7,21,50,25,47,0,1,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/72c3e5eacde4f0e5
Brandon Moreno,Kai Kara-France,0,0,7,26,10,23,7,26,10,23,0,1,0,0,0,0,0,0,13,0,5,24,3,11,2,2,1,2,0,0,6,10,7,26,10,23,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/5a1ce88ec1f75160
Derrick Lewis,Sergei Pavlovich,0,1,4,6,15,24,4,6,15,24,0,0,0,0,0,0,0,0,0,2,2,4,15,24,1,1,0,0,1,1,0,0,4,6,14,22,0,0,0,0,0,0,1,2,http://www.ufcstats.com/fight-details/52f87252af59e23b
Alexandre Pantoja,Alex Perez,0,0,8,12,10,14,8,12,10,14,1,1,0,1,1,0,0,0,66,0,7,11,9,13,1,1,0,0,0,0,1,1,7,11,10,13,1,1,0,1,0,0,0,0,http://www.ufcstats.com/fight-details/96b62bd56b252bab
Magomed Ankalaev,Anthony Smith,0,0,20,41,13,23,23,48,16,26,0,0,0,0,0,0,0,0,35,0,9,26,3,11,3,6,4,6,8,9,6,6,19,40,12,22,0,0,0,0,1,1,1,1,http://www.ufcstats.com/fight-details/058c2724dec1add1
Alex Morono,Matthew Semelsberger,0,0,30,69,22,75,33,72,22,75,0,1,0,0,0,0,0,0,0,21,24,62,10,60,6,7,6,7,0,0,6,8,27,64,20,72,3,5,2,3,0,0,0,0,http://www.ufcstats.com/fight-details/579b5770129b328a
Drew Dober,Rafael Alves,0,0,11,36,11,22,11,36,19,30,0,0,1,1,0,0,0,0,0,141,7,29,8,19,3,5,1,1,1,2,2,2,11,36,6,16,0,0,0,0,0,0,5,6,http://www.ufcstats.com/fight-details/81a18de517a3336a
Don'Tale Mayes,Hamdy Abdelwahab,0,1,11,40,21,40,11,40,44,67,0,0,1,2,0,0,0,0,0,120,6,31,19,37,2,4,1,2,3,5,1,1,11,40,13,30,0,0,2,2,0,0,6,8,http://www.ufcstats.com/fight-details/5a2b86570110191b
Drakkar Klose,Rafa Garcia,0,0,19,30,13,22,33,53,21,30,2,7,0,1,0,0,0,0,109,6,7,17,9,18,9,10,2,2,3,3,2,2,9,18,9,17,7,8,4,5,3,4,0,0,http://www.ufcstats.com/fight-details/189b9af881b96de6
